date,transaction_type,description,amount,balance,category
2024-06-24,ONLINE PAYMENT,MAKRO 06696 ZA,-1207.02,2387275.71,shopping
2024-06-24,POS,NANDOS CPT 0072,-1864.21,2752568.24,restaurants
2024-06-24,EFT,MTN *1771,-564.77,2821972.7,utilities
2024-06-25,ATM WITHDRAWAL,CITY OF CAPE TOWN ONLINE 7701504,-1266.51,3217381.22,utilities
2024-06-25,EFT,GAME STORE 4784917,-342.55,3558836.75,shopping
2024-06-25,EFT,AMAZON ONLINE 920104,-1222.57,2846316.12,shopping
2024-06-25,DEBIT ORDER,BOLT CPT 5696,-54.45,1247144.54,transport
2024-06-25,EFT,CITY OF CAPE TOWN ONLINE 071266,-1349.26,112158.54,utilities
2024-06-26,DEBIT ORDER,BP STORE 6394426,-260.15,2993789.92,transport
2024-06-26,POS,BOLT 28431140 ZA,-256.18,2958900.72,transport
2024-06-26,EFT,MTN CPT 6814,-434.19,2846887.67,utilities
2024-06-26,ATM WITHDRAWAL,NANDOS *39139,-1722.11,2354850.12,restaurants
2024-06-26,EFT,BOLT 66968092 ZA,-1379.04,1121766.41,transport
2024-06-26,ATM WITHDRAWAL,DSTV *464320,-34.7,3027779.27,entertainment
2024-06-27,DEBIT ORDER,TELKOM ONLINE 52088,-518.96,252776.91,utilities
2024-06-27,CARD PURCHASE,FREELANCE CLIENT,15372.42,53922.26,income
2024-06-27,EFT,SALARY ACME LTD,6280.72,3436549.92,income
2024-06-27,ONLINE PAYMENT,SPOTIFY 24923561 ZA,-1686.16,1965985.86,entertainment
2024-06-27,ONLINE PAYMENT,NANDOS STORE 76567,-1295.62,909901.89,restaurants
2024-06-27,ATM WITHDRAWAL,MAKRO ONLINE 7204,-568.38,3117490.95,shopping
2024-06-27,EFT,SPOTIFY STORE 9578218,-599.05,2831674.63,entertainment
2024-06-28,EFT,FREELANCE CLIENT,17735.14,45180.23,income
2024-06-28,DEBIT ORDER,AMAZON STORE 7193,-1350.28,2748239.25,shopping
2024-06-28,ATM WITHDRAWAL,AMAZON ONLINE 15439,-1248.46,1960914.38,shopping
2024-06-28,POS,SPAR 86249 ZA,-1456.0,431484.0,groceries
2024-06-28,ONLINE PAYMENT,AMAZON CPT 94464,-294.41,3446644.67,shopping
2024-06-28,CARD PURCHASE,BOLT 768637 ZA,-926.68,1521233.13,transport
2024-06-28,ATM WITHDRAWAL,GAME ONLINE 1801,-1581.53,1836431.26,shopping
2024-06-29,POS,BANK INTEREST,8997.41,3124124.79,income
2024-06-29,ONLINE PAYMENT,FREELANCE CLIENT,5019.95,3079959.93,income
2024-06-30,EFT,NETFLIX ONLINE 6192,-123.41,2023109.76,entertainment
2024-06-30,ONLINE PAYMENT,SHELL *7406498,-1352.92,309227.68,transport
2024-06-30,DEBIT ORDER,SHELL ONLINE 84129736,-973.17,579913.5,transport
2024-07-01,POS,SALARY ACME LTD,18579.2,2221527.68,income
2024-07-01,EFT,MAKRO 475471 ZA,-816.17,1627162.17,shopping
2024-07-01,ONLINE PAYMENT,MTN ONLINE 89541955,-1667.67,2095561.16,utilities
2024-07-01,POS,SHELL *3244,-1147.64,1984123.02,transport
2024-07-01,POS,MCDONALDS ONLINE 5686,-1942.53,2346195.92,restaurants
2024-07-01,EFT,FREELANCE CLIENT,14473.89,1986322.97,income
2024-07-01,POS,CHECKERS *6821,-1259.71,3024931.99,groceries
2024-07-01,EFT,TELKOM STORE 9373804,-1193.9,2390113.98,utilities
2024-07-02,EFT,BOLT STORE 5427,-1764.72,2371375.59,transport
2024-07-02,DEBIT ORDER,CITY OF CAPE TOWN 7643629 ZA,-398.73,3462635.98,utilities
2024-07-02,POS,PICK N PAY 69383588 ZA,-1744.26,2891074.9,groceries
2024-07-02,ONLINE PAYMENT,STEERS *75303,-213.38,1583990.45,restaurants
2024-07-02,POS,NETFLIX *3589,-1370.49,27445.09,entertainment
2024-07-03,POS,GAME CPT 13800,-1433.91,3370708.76,shopping
2024-07-03,DEBIT ORDER,MTN *7902239,-60.58,830810.56,utilities
2024-07-03,EFT,BANK INTEREST,14315.31,2921576.54,income
2024-07-03,ONLINE PAYMENT,SALARY ACME LTD,28605.56,156178.06,income
2024-07-03,ONLINE PAYMENT,VODACOM STORE 79726,-1623.46,1981790.23,utilities
2024-07-03,ONLINE PAYMENT,UBER CPT 83997051,-316.31,1213971.1,transport
2024-07-03,ATM WITHDRAWAL,BOLT ONLINE 1133773,-1700.09,3121745.0,transport
2024-07-03,POS,WOOLWORTHS CPT 67054870,-403.26,3448116.53,groceries
2024-07-03,POS,BOLT *0325717,-203.83,1236279.27,transport
2024-07-04,ONLINE PAYMENT,BP CPT 85762,-894.3,1566569.2,transport
2024-07-04,ATM WITHDRAWAL,DSTV *4185961,-213.49,1661928.81,entertainment
2024-07-04,CARD PURCHASE,BOLT 91164 ZA,-882.45,3461699.61,transport
2024-07-04,CARD PURCHASE,DSTV STORE 07814343,-1930.87,2527917.18,entertainment
2024-07-05,DEBIT ORDER,CHECKERS CPT 6835313,-1784.23,1970780.34,groceries
2024-07-05,ATM WITHDRAWAL,SPAR *91670,-1606.17,48397.36,groceries
2024-07-05,ONLINE PAYMENT,CITY OF CAPE TOWN ONLINE 3458,-813.86,690197.06,utilities
2024-07-05,POS,CHECKERS *156248,-773.48,2322824.25,groceries
2024-07-06,EFT,SPAR CPT 540491,-993.73,1972706.91,groceries
2024-07-06,ATM WITHDRAWAL,DSTV *8799269,-1804.65,2078182.26,entertainment
2024-07-06,POS,CITY OF CAPE TOWN CPT 57541946,-98.03,1754640.75,utilities
2024-07-07,ATM WITHDRAWAL,BP 422451 ZA,-1361.53,3447371.25,transport
2024-07-07,EFT,NANDOS CPT 5066,-564.86,711721.66,restaurants
2024-07-07,CARD PURCHASE,MTN *87019575,-718.23,3079241.7,utilities
2024-07-07,EFT,NANDOS STORE 846832,-135.43,359655.28,restaurants
2024-07-07,EFT,PICK N PAY CPT 13107029,-169.08,2008788.89,groceries
2024-07-07,DEBIT ORDER,SPOTIFY STORE 7906066,-857.93,2158862.34,entertainment
2024-07-08,ONLINE PAYMENT,UBER CPT 006920,-1888.05,1133234.01,transport
2024-07-08,ONLINE PAYMENT,SALARY ACME LTD,26984.6,1952732.23,income
2024-07-08,ATM WITHDRAWAL,DSTV STORE 37845375,-838.11,1995579.17,entertainment
2024-07-08,ATM WITHDRAWAL,STEAM CPT 4761407,-223.78,3588655.07,entertainment
2024-07-08,ATM WITHDRAWAL,STEAM *38925656,-1204.62,2809145.44,entertainment
2024-07-08,ONLINE PAYMENT,TAKEALOT STORE 6644,-52.06,688416.48,shopping
2024-07-09,EFT,GAME 84337 ZA,-905.84,3444572.76,shopping
2024-07-09,EFT,PICK N PAY 77503 ZA,-1514.59,513832.36,groceries
2024-07-09,DEBIT ORDER,STEERS CPT 69877849,-835.75,438900.96,restaurants
2024-07-10,POS,UBER CPT 2023555,-605.13,1589641.93,transport
2024-07-10,POS,TELKOM *4250601,-1386.08,2085631.02,utilities
2024-07-10,ONLINE PAYMENT,SHELL *1773,-1735.22,984395.38,transport
2024-07-10,POS,BOLT *54768444,-102.63,1643693.67,transport
2024-07-10,DEBIT ORDER,CHECKERS STORE 19650517,-1418.3,3128882.66,groceries
2024-07-10,CARD PURCHASE,TELKOM ONLINE 713318,-1451.96,1951795.6,utilities
2024-07-10,EFT,TELKOM STORE 81939,-627.66,795206.16,utilities
2024-07-10,ATM WITHDRAWAL,SALARY ACME LTD,29632.72,536241.43,income
2024-07-11,EFT,SPOTIFY 05132 ZA,-110.32,1284638.85,entertainment
2024-07-11,CARD PURCHASE,STEAM *788765,-278.64,3556321.32,entertainment
2024-07-11,EFT,SHELL *56486802,-857.83,1971849.08,transport
2024-07-11,CARD PURCHASE,BANK INTEREST,12521.67,3337255.78,income
2024-07-11,ATM WITHDRAWAL,WOOLWORTHS ONLINE 4217414,-130.85,974511.38,groceries
2024-07-11,ATM WITHDRAWAL,SHELL ONLINE 16980123,-1042.99,3324734.11,transport
2024-07-12,ATM WITHDRAWAL,SPOTIFY 1404362 ZA,-1456.72,1131777.29,entertainment
2024-07-13,DEBIT ORDER,WOOLWORTHS 780810 ZA,-812.61,805096.13,groceries
2024-07-13,ATM WITHDRAWAL,NETFLIX *9174,-492.2,2966530.18,entertainment
2024-07-13,ONLINE PAYMENT,TAKEALOT STORE 88338,-1557.28,1206904.62,shopping
2024-07-13,ATM WITHDRAWAL,MAKRO CPT 583250,-433.21,1544050.58,shopping
2024-07-13,POS,SALARY ACME LTD,29378.03,3191223.34,income
2024-07-13,EFT,NETFLIX CPT 240337,-588.41,763705.58,entertainment
2024-07-14,POS,AMAZON CPT 89131,-692.96,2710335.15,shopping
2024-07-14,ONLINE PAYMENT,NANDOS *62260681,-862.62,1643910.9,restaurants
2024-07-14,DEBIT ORDER,PICK N PAY 618219 ZA,-1534.14,2447138.06,groceries
2024-07-15,ATM WITHDRAWAL,PICK N PAY CPT 389515,-1024.14,2719661.6,groceries
2024-07-15,ATM WITHDRAWAL,VODACOM *53103047,-81.45,1986741.43,utilities
2024-07-15,ONLINE PAYMENT,SALARY ACME LTD,23330.39,3424199.43,income
2024-07-15,DEBIT ORDER,TAKEALOT *21271879,-1741.61,1958333.51,shopping
2024-07-15,EFT,SPOTIFY *231748,-820.35,1714646.1,entertainment
2024-07-15,ONLINE PAYMENT,CITY OF CAPE TOWN CPT 5152,-1204.65,1588437.28,utilities
2024-07-15,POS,SPAR *4774446,-1093.44,3128947.96,groceries
2024-07-16,CARD PURCHASE,SPAR ONLINE 7751349,-42.18,1135122.06,groceries
2024-07-16,ONLINE PAYMENT,SPOTIFY 813452 ZA,-71.25,2593420.95,entertainment
2024-07-16,ATM WITHDRAWAL,CHECKERS STORE 801802,-1758.32,3120694.68,groceries
2024-07-17,ATM WITHDRAWAL,SHELL CPT 63038461,-902.81,1946912.73,transport
2024-07-17,DEBIT ORDER,BOLT STORE 90397285,-754.6,47441.41,transport
2024-07-17,DEBIT ORDER,WOOLWORTHS STORE 8256463,-485.04,2047335.12,groceries
2024-07-17,EFT,CHECKERS 31508318 ZA,-1689.2,2831904.99,groceries
2024-07-17,DEBIT ORDER,BP *42899267,-702.81,3592934.32,transport
2024-07-17,ATM WITHDRAWAL,FREELANCE CLIENT,14687.89,2524550.62,income
2024-07-17,POS,SALARY ACME LTD,22128.93,2668775.97,income
2024-07-18,ATM WITHDRAWAL,MTN STORE 6744211,-1164.3,436320.47,utilities
2024-07-18,POS,PICK N PAY CPT 25523,-637.68,2966642.46,groceries
2024-07-18,EFT,GAME CPT 5996266,-1716.88,3118977.8,shopping
2024-07-18,DEBIT ORDER,SHELL 83708 ZA,-1532.74,464242.97,transport
2024-07-18,DEBIT ORDER,VODACOM CPT 862808,-283.87,1527111.63,utilities
2024-07-18,CARD PURCHASE,MTN CPT 835652,-140.41,3445398.11,utilities
2024-07-19,ATM WITHDRAWAL,MCDONALDS CPT 9376129,-1956.5,1585908.04,restaurants
2024-07-19,ONLINE PAYMENT,BOLT CPT 9918,-1299.42,199630.84,transport
2024-07-19,DEBIT ORDER,SPOTIFY ONLINE 4311790,-1439.74,831640.52,entertainment
2024-07-19,POS,STEERS CPT 11269428,-829.2,2808775.19,restaurants
2024-07-19,POS,TAKEALOT *7317791,-1907.72,3117054.6,shopping
2024-07-19,EFT,CHECKERS ONLINE 20784,-756.64,2395689.79,groceries
2024-07-19,DEBIT ORDER,SALARY ACME LTD,7688.46,874786.8,income
2024-07-20,DEBIT ORDER,VODACOM *91939,-1670.59,1956955.94,utilities
2024-07-20,ATM WITHDRAWAL,GAME 1487 ZA,-1879.5,418936.62,shopping
2024-07-20,POS,NETFLIX CPT 0863,-817.83,713541.37,entertainment
2024-07-20,CARD PURCHASE,STEAM *3465975,-1834.0,709887.66,entertainment
2024-07-20,EFT,STEAM *471802,-1999.55,1996688.96,entertainment
2024-07-20,DEBIT ORDER,DSTV 7705 ZA,-1649.92,1098124.52,entertainment
2024-07-20,ATM WITHDRAWAL,BP ONLINE 800158,-938.38,3151478.13,transport
2024-07-22,POS,PICK N PAY STORE 1497,-1192.46,1533166.23,groceries
2024-07-22,EFT,DSTV ONLINE 7479285,-412.69,60093.48,entertainment
2024-07-22,ONLINE PAYMENT,NETFLIX CPT 09989,-716.39,2165155.55,entertainment
2024-07-22,ONLINE PAYMENT,UBER *86693,-535.02,1309267.36,transport
2024-07-22,DEBIT ORDER,PICK N PAY ONLINE 60972,-268.15,1330838.26,groceries
2024-07-22,POS,BANK INTEREST,7188.93,3221444.66,income
2024-07-23,POS,NETFLIX ONLINE 4671627,-1889.94,2847538.69,entertainment
2024-07-23,CARD PURCHASE,FREELANCE CLIENT,18911.26,710356.9,income
2024-07-23,EFT,SALARY ACME LTD,6431.27,2281346.71,income
2024-07-23,POS,UBER ONLINE 34186239,-1025.09,3377636.86,transport
2024-07-23,CARD PURCHASE,MAKRO STORE 4951,-1488.94,1358833.83,shopping
2024-07-24,EFT,MCDONALDS CPT 121759,-1116.6,2276876.78,restaurants
2024-07-24,ONLINE PAYMENT,TAKEALOT *571648,-990.36,2587187.61,shopping
2024-07-25,DEBIT ORDER,VODACOM CPT 766054,-1518.52,752737.75,utilities
2024-07-25,ATM WITHDRAWAL,NANDOS 3028144 ZA,-597.62,3138613.19,restaurants
2024-07-25,DEBIT ORDER,SPAR ONLINE 0219,-924.68,2840897.85,groceries
2024-07-25,ONLINE PAYMENT,WOOLWORTHS *333659,-907.65,2588282.3,groceries
2024-07-26,DEBIT ORDER,PICK N PAY *3830469,-1137.57,1084994.93,groceries
2024-07-26,DEBIT ORDER,PICK N PAY CPT 108349,-280.58,1646296.43,groceries
2024-07-26,DEBIT ORDER,DSTV STORE 35298,-1217.54,1921066.98,entertainment
2024-07-26,POS,KFC STORE 683882,-244.85,473719.89,restaurants
2024-07-26,CARD PURCHASE,DSTV STORE 912849,-1905.16,867685.55,entertainment
2024-07-26,POS,SALARY ACME LTD,6200.21,3436249.55,income
2024-07-26,ONLINE PAYMENT,BANK INTEREST,21355.9,1992136.24,income
2024-07-26,ONLINE PAYMENT,STEAM *50463,-161.62,3443990.48,entertainment
2024-07-26,ONLINE PAYMENT,SPAR STORE 5804,-1160.5,3127722.16,groceries
2024-07-27,EFT,FREELANCE CLIENT,13553.22,803959.48,income
2024-07-27,ONLINE PAYMENT,WOOLWORTHS 15200314 ZA,-1650.43,1286487.29,groceries
2024-07-27,EFT,GAME ONLINE 72935414,-1558.41,1557336.66,shopping
2024-07-28,EFT,SHELL *3817206,-40.25,799110.47,transport
2024-07-28,EFT,PICK N PAY *0884598,-780.68,3430298.81,groceries
2024-07-28,EFT,WOOLWORTHS 1366 ZA,-1830.53,441476.03,groceries
2024-07-29,CARD PURCHASE,MTN *74318,-102.71,1995476.46,utilities
2024-07-29,CARD PURCHASE,GAME ONLINE 94098,-1209.97,3416251.07,shopping
2024-07-29,CARD PURCHASE,DSTV CPT 70526,-904.03,1231909.34,entertainment
2024-07-30,ONLINE PAYMENT,BANK INTEREST,21513.85,1210398.24,income
2024-07-30,CARD PURCHASE,SPOTIFY STORE 9447,-1080.73,2591175.77,entertainment
2024-07-30,DEBIT ORDER,GAME STORE 8362,-860.73,2547296.07,shopping
2024-07-30,DEBIT ORDER,MCDONALDS STORE 565482,-875.91,1947815.54,restaurants
2024-07-30,CARD PURCHASE,DSTV STORE 85475,-1688.36,3411202.75,entertainment
2024-07-30,ATM WITHDRAWAL,CITY OF CAPE TOWN 8878 ZA,-522.88,2317714.76,utilities
2024-07-31,DEBIT ORDER,STEAM *87258,-1952.58,3451954.28,entertainment
2024-07-31,DEBIT ORDER,KFC ONLINE 362597,-1168.69,2965361.49,restaurants
2024-07-31,DEBIT ORDER,MAKRO CPT 190781,-882.3,1522159.81,shopping
2024-08-01,CARD PURCHASE,MTN CPT 20372401,-474.5,1990970.42,utilities
2024-08-01,CARD PURCHASE,STEAM *7828295,-988.42,1066612.95,entertainment
2024-08-01,CARD PURCHASE,UBER 0614 ZA,-99.32,449625.53,transport
2024-08-01,ATM WITHDRAWAL,WOOLWORTHS 4055 ZA,-665.23,3020608.73,groceries
2024-08-01,ATM WITHDRAWAL,NANDOS 8105 ZA,-1726.53,3424741.72,restaurants
2024-08-01,POS,MTN *10074,-591.17,435729.3,utilities
2024-08-01,CARD PURCHASE,TELKOM 41748871 ZA,-1697.75,2345261.32,utilities
2024-08-02,POS,STEERS STORE 8068,-1374.06,3124027.2,restaurants
2024-08-02,DEBIT ORDER,BP CPT 00446425,-694.97,43673.75,transport
2024-08-02,EFT,BOLT STORE 75976547,-1612.13,1140374.63,transport
2024-08-02,EFT,GAME STORE 3785,-1675.87,797519.23,shopping
2024-08-02,POS,KFC 0929 ZA,-646.39,662084.16,restaurants
2024-08-02,ONLINE PAYMENT,SPAR *482990,-1293.17,3429157.74,groceries
2024-08-03,ONLINE PAYMENT,PICK N PAY 3047 ZA,-417.01,706624.65,groceries
2024-08-03,CARD PURCHASE,FREELANCE CLIENT,28508.16,2959099.4,income
2024-08-03,ONLINE PAYMENT,WOOLWORTHS 90492 ZA,-427.44,2307214.28,groceries
2024-08-04,POS,BOLT ONLINE 0417320,-1084.74,2265692.21,transport
2024-08-04,CARD PURCHASE,UBER CPT 3823642,-80.38,3461619.23,transport
2024-08-04,ONLINE PAYMENT,MAKRO 68272 ZA,-1413.47,2160149.77,shopping
2024-08-04,POS,SALARY ACME LTD,17155.55,3163229.73,income
2024-08-04,EFT,SALARY ACME LTD,10210.71,1366647.03,income
2024-08-04,DEBIT ORDER,VODACOM STORE 9932197,-1317.61,3533568.94,utilities
2024-08-04,POS,BP STORE 51477,-983.61,151005.4,transport
2024-08-05,EFT,MAKRO ONLINE 25962421,-49.86,2006770.13,shopping
2024-08-05,POS,NETFLIX CPT 7751,-523.95,298166.34,entertainment
2024-08-05,DEBIT ORDER,BANK INTEREST,25486.92,3502485.08,income
2024-08-05,CARD PURCHASE,TELKOM *6850,-1037.39,1518632.35,utilities
2024-08-06,ONLINE PAYMENT,GAME *0068914,-317.66,3119690.48,shopping
2024-08-06,DEBIT ORDER,SHELL *6322343,-141.47,681567.76,transport
2024-08-06,EFT,MCDONALDS *6315,-850.12,3120008.14,restaurants
2024-08-06,CARD PURCHASE,DSTV 668507 ZA,-880.46,2730737.19,entertainment
2024-08-06,ATM WITHDRAWAL,SALARY ACME LTD,6623.15,423365.65,income
2024-08-06,ATM WITHDRAWAL,SALARY ACME LTD,19204.67,871311.21,income
2024-08-06,EFT,UBER CPT 9284933,-944.81,602548.57,transport
2024-08-06,CARD PURCHASE,CHECKERS CPT 08014370,-1878.91,979904.52,groceries
2024-08-06,ONLINE PAYMENT,KFC 65105 ZA,-1821.28,421201.92,restaurants
2024-08-07,ATM WITHDRAWAL,GAME CPT 789281,-1480.11,681709.23,shopping
2024-08-07,CARD PURCHASE,TELKOM STORE 842858,-692.38,1981205.05,utilities
2024-08-07,EFT,TELKOM CPT 4769,-528.19,3072473.6,utilities
2024-08-08,EFT,WOOLWORTHS STORE 2217,-1396.46,3188229.48,groceries
2024-08-08,POS,BP CPT 54098,-587.21,867098.34,transport
2024-08-08,POS,PICK N PAY 50980 ZA,-545.71,2967280.14,groceries
2024-08-08,ATM WITHDRAWAL,CITY OF CAPE TOWN STORE 4797,-641.54,1128269.33,utilities
2024-08-08,ONLINE PAYMENT,STEAM CPT 01202,-328.91,2741928.25,entertainment
2024-08-09,CARD PURCHASE,VODACOM CPT 2905992,-943.38,3523356.78,utilities
2024-08-09,POS,MCDONALDS 80806988 ZA,-542.2,1983580.82,restaurants
2024-08-09,ONLINE PAYMENT,VODACOM STORE 43568640,-462.97,1909316.19,utilities
2024-08-10,POS,CITY OF CAPE TOWN *806561,-552.61,1590743.28,utilities
2024-08-10,DEBIT ORDER,MTN STORE 1278,-457.74,3118344.53,utilities
2024-08-10,EFT,SHELL ONLINE 7708,-1873.7,1990262.54,transport
2024-08-10,DEBIT ORDER,FREELANCE CLIENT,7357.15,2081848.27,income
2024-08-10,CARD PURCHASE,MAKRO *1438,-940.23,758557.95,shopping
2024-08-10,DEBIT ORDER,MAKRO STORE 449182,-262.78,893843.85,shopping
2024-08-11,EFT,SALARY ACME LTD,15333.75,2356572.23,income
2024-08-11,ONLINE PAYMENT,UBER *5758893,-106.35,1234831.44,transport
2024-08-11,EFT,BANK INTEREST,19075.06,2865391.18,income
2024-08-11,DEBIT ORDER,CITY OF CAPE TOWN CPT 4254,-542.53,1747461.98,utilities
2024-08-11,ONLINE PAYMENT,VODACOM CPT 75686,-619.38,2622066.65,utilities
2024-08-11,ONLINE PAYMENT,NANDOS CPT 995131,-303.24,3478987.05,restaurants
2024-08-11,ONLINE PAYMENT,TELKOM CPT 85363,-1520.17,756533.41,utilities
2024-08-11,CARD PURCHASE,TELKOM 76623600 ZA,-103.75,2992885.66,utilities
2024-08-11,POS,BP CPT 841177,-1752.47,1988510.07,transport
2024-08-11,ATM WITHDRAWAL,AMAZON STORE 639720,-894.46,745653.75,shopping
2024-08-11,DEBIT ORDER,TAKEALOT 7686 ZA,-658.77,2354191.35,shopping
2024-08-12,DEBIT ORDER,SALARY ACME LTD,8549.86,1190683.71,income
2024-08-12,POS,WOOLWORTHS STORE 32023087,-565.51,3375859.03,groceries
2024-08-12,POS,MTN *93686127,-1025.12,498185.09,utilities
2024-08-12,CARD PURCHASE,GAME ONLINE 46915,-948.02,54624.64,shopping
2024-08-12,ONLINE PAYMENT,AMAZON STORE 9371027,-1665.94,154104.93,shopping
2024-08-12,ATM WITHDRAWAL,SALARY ACME LTD,6572.05,1146518.21,income
2024-08-12,CARD PURCHASE,MAKRO STORE 155531,-419.38,296583.21,shopping
2024-08-12,POS,UBER STORE 705618,-657.38,2700891.8,transport
2024-08-13,CARD PURCHASE,BOLT ONLINE 2337,-738.6,2834807.47,transport
2024-08-13,DEBIT ORDER,KFC STORE 62430499,-1575.82,3079108.48,restaurants
2024-08-13,ATM WITHDRAWAL,SALARY ACME LTD,11856.04,2355699.35,income
2024-08-14,ONLINE PAYMENT,SALARY ACME LTD,14144.58,323245.69,income
2024-08-14,DEBIT ORDER,DSTV ONLINE 38526728,-839.04,2017816.66,entertainment
2024-08-14,ATM WITHDRAWAL,SPOTIFY ONLINE 656611,-1981.03,2844483.8,entertainment
2024-08-14,ONLINE PAYMENT,TELKOM STORE 1212107,-1723.13,55572.66,utilities
2024-08-15,DEBIT ORDER,BANK INTEREST,25266.49,2572562.56,income
2024-08-15,ONLINE PAYMENT,MCDONALDS ONLINE 30242,-1507.69,1315628.11,restaurants
2024-08-15,CARD PURCHASE,CHECKERS STORE 277394,-1516.23,792111.74,groceries
2024-08-15,EFT,UBER *823287,-625.34,1200504.32,transport
2024-08-15,EFT,TAKEALOT ONLINE 0425,-298.18,2228564.6,shopping
2024-08-15,POS,TAKEALOT CPT 405994,-1792.64,3450727.44,shopping
2024-08-15,POS,BANK INTEREST,12684.62,697500.22,income
2024-08-15,CARD PURCHASE,TELKOM CPT 9880,-802.94,1542006.33,utilities
2024-08-16,ONLINE PAYMENT,KFC ONLINE 0318,-794.45,153310.48,restaurants
2024-08-16,ONLINE PAYMENT,TELKOM CPT 767886,-1554.04,291558.18,utilities
2024-08-16,EFT,BANK INTEREST,28803.04,2124364.2,income
2024-08-16,EFT,FREELANCE CLIENT,27114.63,779082.31,income
2024-08-16,EFT,FREELANCE CLIENT,6861.56,2397726.04,income
2024-08-17,POS,SPOTIFY CPT 9776509,-600.06,799259.27,entertainment
2024-08-17,POS,PICK N PAY 209158 ZA,-23.04,3348311.64,groceries
2024-08-17,CARD PURCHASE,BOLT ONLINE 08688,-1784.97,971321.83,transport
2024-08-17,ONLINE PAYMENT,MCDONALDS *4296159,-280.56,3502204.52,restaurants
2024-08-17,POS,GAME STORE 2428611,-691.26,691010.92,shopping
2024-08-17,ATM WITHDRAWAL,UBER STORE 511568,-617.16,2326636.59,transport
2024-08-18,EFT,BANK INTEREST,17216.29,2849121.28,income
2024-08-18,POS,DSTV *3709,-1210.05,2012838.21,entertainment
2024-08-18,DEBIT ORDER,TELKOM CPT 6620907,-439.2,3417461.04,utilities
2024-08-18,EFT,BANK INTEREST,28835.26,2756297.13,income
2024-08-18,DEBIT ORDER,NETFLIX ONLINE 8452,-523.22,3133058.92,entertainment
2024-08-18,POS,BP CPT 925703,-1984.22,2918507.42,transport
2024-08-19,ATM WITHDRAWAL,SPAR *01710,-1501.2,209022.44,groceries
2024-08-19,ONLINE PAYMENT,VODACOM *2311,-1710.04,835886.08,utilities
2024-08-19,EFT,GAME STORE 7556,-586.98,3129059.85,shopping
2024-08-19,DEBIT ORDER,BOLT 2652284 ZA,-1938.35,2592256.5,transport
2024-08-19,ONLINE PAYMENT,UBER CPT 52098,-260.45,891425.56,transport
2024-08-19,ATM WITHDRAWAL,MTN ONLINE 3462082,-748.93,447628.1,utilities
2024-08-20,CARD PURCHASE,BP *37001519,-510.71,1210184.32,transport
2024-08-20,ONLINE PAYMENT,AMAZON CPT 0463,-864.85,3123259.94,shopping
2024-08-21,DEBIT ORDER,STEERS CPT 53971,-1098.29,833264.7,restaurants
2024-08-21,EFT,DSTV ONLINE 1726,-1621.15,3452520.08,entertainment
2024-08-22,DEBIT ORDER,SPOTIFY CPT 1948,-122.47,2701549.18,entertainment
2024-08-22,EFT,TAKEALOT ONLINE 74004257,-1709.64,1585370.47,shopping
2024-08-22,ONLINE PAYMENT,BOLT STORE 7720247,-512.32,1404565.17,transport
2024-08-22,CARD PURCHASE,STEERS *4062,-1367.32,3524300.16,restaurants
2024-08-22,ONLINE PAYMENT,SHELL 52791 ZA,-382.56,1183360.66,transport
2024-08-23,ATM WITHDRAWAL,NETFLIX CPT 79883,-267.16,9168.28,entertainment
2024-08-23,DEBIT ORDER,UBER *13088381,-1433.08,417582.0,transport
2024-08-23,POS,BOLT 31944 ZA,-688.47,3131253.52,transport
2024-08-24,DEBIT ORDER,BP 63576867 ZA,-1275.32,2526641.86,transport
2024-08-24,ONLINE PAYMENT,WOOLWORTHS STORE 12037,-87.31,2993702.61,groceries
2024-08-24,DEBIT ORDER,CITY OF CAPE TOWN CPT 013599,-1837.88,1979021.69,utilities
2024-08-24,ATM WITHDRAWAL,CITY OF CAPE TOWN STORE 3015,-1719.59,982250.6,utilities
2024-08-24,EFT,CHECKERS 572144 ZA,-223.36,1539848.5,groceries
2024-08-25,DEBIT ORDER,TAKEALOT CPT 44673,-734.33,2392552.72,shopping
2024-08-25,ATM WITHDRAWAL,SHELL ONLINE 24951113,-193.42,3419166.75,transport
2024-08-25,CARD PURCHASE,FREELANCE CLIENT,19987.24,3311130.1,income
2024-08-25,ONLINE PAYMENT,DSTV ONLINE 2119,-1232.29,3590613.12,entertainment
2024-08-25,POS,CHECKERS 5001 ZA,-1880.2,1958626.53,groceries
2024-08-25,ATM WITHDRAWAL,BOLT *0506,-1754.93,3374586.94,transport
2024-08-25,DEBIT ORDER,BANK INTEREST,25370.09,3103195.0,income
2024-08-25,CARD PURCHASE,PICK N PAY CPT 8710245,-1498.66,3224757.04,groceries
2024-08-26,ATM WITHDRAWAL,SHELL 5339216 ZA,-174.9,435554.4,transport
2024-08-26,CARD PURCHASE,KFC 85517225 ZA,-1274.13,1741686.76,restaurants
2024-08-27,DEBIT ORDER,MAKRO 04918788 ZA,-1194.57,3379605.0,shopping
2024-08-27,DEBIT ORDER,BOLT 3671 ZA,-1403.27,3370983.86,transport
2024-08-27,ATM WITHDRAWAL,VODACOM STORE 79547,-659.52,763046.06,utilities
2024-08-27,POS,VODACOM *89301,-250.14,1749954.11,utilities
2024-08-27,POS,SHELL 40577456 ZA,-932.39,778149.92,transport
2024-08-28,ONLINE PAYMENT,BANK INTEREST,14332.82,2231248.94,income
